Tree,BS,DBH,DB,V,WP
7528,1,34.5,90,3,0
7529,1,39.1,7,3,1
7530,1,22.3,36,3,0
7531,1,19.7,32,0,0
7532,0,31.3,15,3,0
7533,0,15.7,94,5,0
7534,1,8.2,14,4,0
7535,0,26.5,72,2,0
7536,0,6,11,1,0
7537,1,8,60,3,1
7538,0,9.7,86,2,0
7539,0,36.7,54,3,0
7540,1,32.1,24,4,0
7541,1,29,100,1,1
7542,0,29.3,96,3,1
7543,0,8.8,64,1,1
7544,1,0.6,61,0,0
7545,0,7.4,95,3,1
7546,1,22.9,63,5,1
7547,1,23.2,66,2,0
7548,0,20.3,56,4,0
7549,1,20.2,86,1,1
7550,0,2.2,25,3,0
7551,0,3.9,60,3,1
7552,1,22.5,72,5,0
7553,1,4.4,22,2,0
7554,1,25.2,19,3,0
7555,1,10.1,64,5,0
7556,0,8.5,55,3,0
7557,1,7.5,95,3,0
7558,0,27.9,55,0,0
7559,0,39,95,0,1
7560,1,20,33,3,1
7561,0,24.2,97,0,1
7562,1,29.1,91,2,1
7563,1,19,1,3,1
7564,1,13.8,77,0,1
7565,0,5.2,10,2,0
7566,0,29.7,17,2,0
7567,0,1.1,96,3,0
7568,0,33.6,47,4,0
7569,0,32.6,76,1,1
7570,1,29.6,87,1,0
7571,0,5.8,34,3,0
7572,1,21.6,5,4,0
7573,0,21.3,71,4,0
7574,1,30.7,4,4,0
7575,1,6.6,31,4,1
7576,1,0,51,2,1
7577,0,30.1,31,4,1
7578,0,16.3,13,0,0
7579,1,1.7,72,4,0
7580,0,16.4,19,2,0
7581,1,37.5,82,3,1
7582,0,20.8,13,4,1
7583,0,9.3,39,5,0
7584,0,35.4,56,2,1
7585,1,30,4,2,0
7586,1,15.9,68,0,1
7587,0,21.9,29,2,1
7588,1,7.3,62,4,0
7589,0,34.5,27,4,0
7590,1,9.8,28,4,1
7591,1,12.4,84,1,1
7592,0,32.6,56,4,1
7593,0,31.2,7,1,0
7594,1,37.1,10,5,1
7595,0,10.4,29,5,0
7596,0,23.1,30,2,1
7597,1,37.7,47,2,0
7598,1,2.9,20,3,0
7599,1,20.5,69,3,1
7600,0,7.4,80,0,0
7601,0,1.1,25,1,0
7602,0,18.1,84,4,1
7603,1,30.2,8,1,0
7604,1,35.7,62,1,0
7605,1,10.7,46,1,1
7606,1,31.9,16,3,0
7607,1,21.3,58,2,1
7608,1,5.7,51,2,0
7609,1,4.1,69,5,0
7610,0,32.9,42,4,1
7611,0,20.2,30,1,0
7612,1,27.8,32,5,1
7613,0,5.2,78,4,1
7614,0,12.3,65,1,1
7615,0,37,9,1,1
7616,0,20.9,91,4,0
7617,0,28.5,50,1,1
7618,0,13.1,57,0,1
7619,1,17.2,1,1,0
7620,0,32.3,61,0,0
7621,0,17.2,84,1,0
7622,1,8.1,91,1,1
7623,1,0.9,23,5,0
7624,0,26.2,83,2,1
7625,1,7,17,1,0
7626,0,13.1,17,1,1
7627,1,13.4,7,2,1
7628,0,34.1,24,4,1
7629,0,4.4,72,1,1
7630,0,39.4,73,4,1
7631,1,39.5,70,4,1
7632,0,4.2,32,4,0
7633,1,16.7,79,2,1
7634,0,29.4,95,3,1
7635,0,9.8,80,2,0
7636,0,30.4,68,4,1
7637,0,27.2,76,1,1
7638,1,31.6,45,4,0
7639,1,27.9,68,2,1
7640,1,32.2,85,4,1
7641,0,14,49,5,1
7642,1,20.3,63,3,1
7643,0,10,22,3,1
7644,0,3.7,38,1,0
7645,1,34.6,20,5,1
7646,0,35.4,99,2,0
7647,0,19.7,50,2,0
7648,1,27.9,56,1,1
7649,1,16.5,75,3,0
7650,0,15.6,2,2,1
7651,1,38.1,19,3,1
7652,1,8.7,77,4,1
7653,0,6.1,8,5,0
7654,0,38.7,31,1,1
7655,1,29.6,69,1,1
7656,1,39.1,26,1,0
7657,1,19,41,4,1
7658,1,19.9,57,4,0
7659,0,39.3,53,2,1
7660,0,19.1,28,0,1
7661,1,36.2,15,3,0
7662,0,18.6,94,0,1
7663,1,13.3,6,4,1
7664,0,33.6,86,3,1
7665,0,23.8,13,3,1
7666,0,36.4,52,4,0
7667,0,10.5,32,0,1
7668,1,10.1,91,1,1
7669,1,17.8,30,4,0
7670,1,10.4,55,2,0
7671,1,16.8,84,0,0
7672,1,34.5,89,1,1
7673,1,4.1,54,5,1
7674,1,30.4,46,1,1
7675,1,20.6,39,4,1
7676,1,28.9,86,4,1
7677,0,24.6,35,1,1
7678,1,35.2,20,3,0
7679,1,17.2,83,3,0
7680,1,9.8,75,3,1
7681,1,32.8,2,0,1
7682,1,0.9,52,2,0
7683,0,38.2,40,2,0
7684,1,16,25,3,1
7685,1,25.2,94,1,1
7686,0,17.2,14,5,0
7687,0,22.9,94,0,0
7688,1,18.4,14,2,1
7689,0,30.5,75,4,0
7690,0,22.5,18,2,1
7691,1,25.5,75,1,0
7692,0,11.9,33,4,0
7693,1,21.2,59,2,1
7694,0,34.9,1,0,0
7695,1,21.2,53,2,0
7696,0,20.2,67,4,1
7697,0,34.1,79,1,0
7698,1,20.8,80,5,1
7699,0,37.9,33,4,0
7700,1,4.3,25,0,0
7701,1,9.5,69,2,0
7702,1,1.2,11,4,1
7703,1,2.8,83,1,1
7704,1,37.7,7,4,1
7705,1,17.3,68,1,1
7706,0,15.8,8,1,0
7707,1,8.9,23,3,0
7708,1,10.4,85,5,1
7709,0,13.1,71,0,1
7710,1,27.7,54,0,1
7711,1,0.2,23,2,1
7712,1,35.3,38,3,0
7713,0,33.4,30,3,1
7714,1,25,97,2,1
7715,0,9.8,28,4,0
7716,0,18.3,55,4,1
7717,0,5.7,49,0,1
7718,1,31.1,70,1,0
7719,0,35.8,87,2,1
7720,0,13.4,74,4,1
7721,1,26.5,95,2,0
7722,0,18.9,79,4,0
7723,1,25.2,30,3,1
7724,0,36.5,74,1,0
7725,0,23.8,20,1,0
7726,0,25.5,68,2,0
7727,0,5.4,52,4,0
7728,0,5,59,4,0
7729,0,21.9,89,3,1
7730,1,32,2,2,1
7731,0,18.8,5,5,0
7732,1,38.3,59,1,1
7733,1,27.5,83,5,0
7734,0,22.3,7,0,0
7735,1,26.4,58,0,1
7736,1,12.5,72,2,0
7737,0,31.5,7,4,0
7738,1,26.5,12,3,1
7739,1,16.3,35,5,0
7740,0,12.4,83,0,0
7741,0,10.9,61,4,1
7742,1,30.6,31,0,1
7743,0,10,92,1,0
7744,1,5.3,58,4,0
7745,0,0.5,79,1,1
7746,0,38.5,75,0,1
7747,0,14.2,16,0,1
7748,1,17.4,77,3,1
7749,0,38.4,40,5,1
7750,1,37,16,5,1
7751,1,5,64,3,0
7752,0,8.3,40,4,0
7753,1,34.4,43,3,1
7754,1,1.1,59,4,0
7755,0,11.2,81,2,0
7756,0,29.9,36,0,1
7757,0,5,81,3,0
7758,1,6.6,41,4,0
7759,1,18.9,43,1,0
7760,1,14.6,79,5,0
7761,0,31.1,94,2,0
7762,0,19.5,45,2,0
7763,0,18,24,4,0
7764,0,8.2,74,3,0
7765,0,38.4,70,2,0
7766,1,8.8,60,5,0
7767,1,39.8,34,1,0
7768,0,34.7,13,2,0
7769,0,15.8,88,1,1
7770,0,2.1,65,1,0
7771,0,3.6,83,3,0
7772,0,9.4,69,4,1
7773,1,3.4,73,2,0
7774,1,2.5,18,4,1
7775,1,18.1,71,1,1
7776,1,38.8,29,1,1
7777,1,0.4,92,3,0
7778,0,2.9,94,1,1
7779,1,8.5,42,4,0
7780,0,35.8,66,3,1
7781,0,16.3,100,4,1
7782,1,24.2,79,4,0
7783,0,38.5,45,4,0
7784,1,28.8,45,1,1
7785,0,15,80,2,1
7786,1,2.7,51,4,1
7787,1,21.8,15,2,1
7788,0,37.7,50,3,0
7789,1,36.4,6,0,0
7790,0,12.8,38,3,1
7791,0,21.4,7,3,0
7792,1,7.8,15,2,0
7793,1,15.4,78,4,1
7794,1,26.7,19,0,0
7795,1,22.6,47,3,0
7796,1,31.1,31,3,1
7797,1,32.1,99,4,1
7798,0,1.2,15,2,1
7799,1,31.3,74,2,0
7800,1,6,91,3,1
7801,1,15.6,8,2,0
7802,0,23.5,99,2,0
7803,1,28.4,44,4,1
7804,0,33.8,96,2,0
7805,1,25.4,44,1,0
7806,0,18,35,0,0
7807,1,15.6,17,1,0
7808,0,29.3,30,3,0
7809,1,21.9,0,2,0
7810,0,29.7,66,1,1
7811,1,22.2,46,4,0
7812,0,31.6,86,4,1
7813,0,17.5,14,2,1
7814,1,32.2,67,0,0
7815,0,12,39,1,0
7816,1,35.2,57,4,1
7817,0,5,50,2,1
7818,0,14.6,63,2,0
7819,1,23.2,45,5,0
7820,1,24.6,71,3,0
7821,1,11.4,3,1,0
7822,1,18.8,35,2,0
7823,1,19.5,91,3,0
7824,1,9.3,8,3,1
7825,1,0.3,58,4,1
7826,1,20.1,82,2,1
7827,0,28.3,30,4,1
7828,1,20.7,90,1,0
7829,1,39.1,4,2,0
7830,1,27.2,74,5,0
7831,0,5.2,17,0,1
7832,1,23.7,23,4,0
7833,0,35.3,13,1,0
7834,0,38.2,51,0,1
7835,0,6.4,97,2,1
7836,1,26.7,91,2,0
7837,0,24,8,1,0
7838,0,0,67,1,0
7839,1,38.3,73,4,0
7840,0,6.9,19,3,1
7841,1,13.1,67,1,0
7842,1,15.6,28,4,0
7843,1,15.8,42,4,1
7844,0,25.4,33,1,1
7845,1,18.8,76,0,1
7846,0,30.1,5,2,1
7847,1,13.1,28,3,0
7848,1,2.2,35,4,1
7849,0,16.9,91,0,1
7850,1,0.3,62,2,0
7851,0,1.2,9,4,0
7852,1,30.2,99,2,1
7853,1,34.7,65,2,1
7854,1,16.3,18,1,1
7855,1,11.5,17,3,1
7856,0,20.8,71,1,1
7857,0,13.2,87,2,0
7858,1,4.3,54,4,0
7859,0,20.8,8,1,1
7860,0,10.2,39,0,1
7861,0,6.7,69,4,0
7862,1,19.9,38,1,0
7863,0,10.3,2,2,0
7864,1,29.4,34,2,0
7865,0,31.1,90,3,1
7866,1,12.1,36,1,1
7867,1,40,5,1,1
7868,1,9.9,86,4,0
7869,0,29.8,50,4,0
7870,0,17.1,53,3,0
7871,1,22.1,66,3,0
7872,1,32.3,92,3,0
7873,1,4.6,27,1,0
7874,0,16.8,75,5,0
7875,1,2,50,2,0
7876,1,8,98,4,1
7877,1,11.1,21,4,0
7878,1,24.4,48,5,1
7879,0,33.9,60,5,1
7880,0,11.6,81,2,1
7881,1,10.6,22,5,1
7882,0,6.7,98,4,0
7883,0,21.8,10,3,0
7884,0,38.2,83,2,1
7885,1,7.4,29,1,1
7886,1,1.8,62,1,0
7887,0,34.7,24,2,1
7888,0,30.3,83,4,1
7889,0,35.8,46,1,1
7890,1,11.5,85,0,0
7891,1,38.8,2,1,1
7892,1,37.8,18,1,0
7893,0,1.6,13,1,0
7894,0,1.4,72,2,1
7895,0,6,70,5,1
7896,0,23.9,31,1,0
7897,1,16.8,29,3,0
7898,1,10.9,76,2,1
7899,0,30,77,3,1
7900,1,18.5,93,2,0
7901,0,12,63,4,1
7902,0,1.4,6,1,0
7903,0,26.3,67,3,1
7904,1,4.2,74,5,1
7905,0,5.4,0,4,0
7906,1,6.8,13,2,1
7907,0,0.4,0,4,0
7908,0,19.6,15,4,0
7909,0,19.3,14,4,0
7910,1,0.1,83,3,0
7911,0,38.3,70,0,0
7912,0,32,67,2,1
7913,1,20.6,19,1,0
7914,1,3.1,73,4,1
7915,0,23.2,29,4,1
7916,1,37.8,41,2,1
7917,0,13.8,9,2,0
7918,1,29.4,100,3,1
7919,0,5.1,18,4,0
7920,0,23.3,40,2,0
7921,0,18.5,28,4,1
7922,1,18.4,73,3,0
7923,1,16.2,21,2,1
7924,1,29.1,76,4,1
7925,0,33.9,69,4,0
7926,0,37.8,12,3,0
7927,0,39.1,19,0,0
7928,1,22.1,50,4,1
7929,1,17.3,32,3,0
7930,0,30.6,44,4,1
7931,0,31.5,46,4,0
7932,0,2.7,58,4,0
7933,1,34.8,48,2,0
7934,0,24.8,96,5,1
7935,1,10.8,66,2,0
7936,1,38.4,85,3,0
7937,1,4.2,32,2,1
7938,1,17.3,56,0,0
7939,1,39.1,48,4,0
7940,0,2.8,74,3,0
7941,0,12.7,63,4,1
7942,1,2.2,12,2,1
7943,1,15.3,25,2,0
7944,0,2.9,67,2,0
7945,1,15.2,36,1,1
7946,1,4.8,26,0,1
7947,0,31.5,2,1,1
7948,0,26.4,76,0,1
7949,1,38.2,29,3,0
7950,0,5.1,78,0,1
7951,0,15.1,23,3,1
7952,0,37.7,95,2,1
7953,0,15.6,49,2,1
7954,1,12.6,40,4,1
7955,0,37.2,11,3,1
7956,0,38.9,82,5,1
7957,1,25.6,25,2,1
7958,0,19.4,59,3,0
7959,1,32.6,48,1,0
7960,0,5.2,66,1,1
7961,0,39.8,27,2,1
7962,0,10.6,41,4,0
7963,1,28.1,30,0,0
7964,1,0.2,1,0,1
7965,0,36,34,5,0
7966,1,38.6,52,2,0
7967,1,35.7,75,0,1
7968,0,1.3,12,1,1
7969,0,23.3,50,4,0
7970,0,32.8,18,0,0
7971,0,23.9,55,4,1
7972,0,15.2,91,3,1
7973,0,30.3,62,4,1
7974,0,28.3,30,4,1
7975,1,19.1,25,5,0
7976,0,26.1,16,5,1
7977,1,24.5,47,4,1
7978,1,11.9,80,1,0
7979,0,15.1,28,4,1
7980,0,38.8,97,1,0
7981,1,10.6,0,1,0
7982,0,20.4,27,5,0
7983,1,7.1,27,0,0
7984,0,7.2,92,2,0
7985,1,17.7,14,3,0
7986,1,37.6,32,1,1
7987,1,19.4,20,4,1
7988,0,35.7,86,4,0
7989,1,27.9,59,3,0
7990,0,28.8,89,1,1
7991,0,39.3,65,1,0
7992,1,8,28,3,0
7993,1,36.9,73,5,1
7994,1,22.3,61,0,1
7995,1,32.9,70,2,1
7996,1,32.5,54,1,0
7997,0,8.9,78,3,0
7998,0,32.8,37,4,0
7999,0,24.4,26,1,0
8000,0,29.7,75,1,1
8001,1,28.6,97,1,1
8002,1,35.4,92,5,1
8003,1,23.5,90,1,0
8004,0,18.8,88,1,0
8005,0,31.9,40,5,1
8006,0,4.4,50,1,0
8007,1,23.7,95,2,0
8008,0,28.7,52,4,1
8009,0,5.8,3,4,1
8010,0,3.7,97,2,0
8011,1,31.8,47,1,1
8012,1,24.7,19,0,1
8013,1,26.7,98,1,1
8014,0,7.8,40,2,0
8015,0,4,53,4,0
8016,0,18.7,24,3,0
8017,0,29.5,96,4,0
8018,0,22.4,16,0,0
8019,0,10.6,64,5,0
8020,1,31.8,99,4,0
8021,1,7.2,79,3,1
8022,1,24.3,91,0,0
8023,0,31.7,10,4,1
8024,0,1.9,94,3,0
8025,0,25.5,3,0,0
8026,1,9.3,78,1,0
8027,0,14.8,97,3,1
8028,0,28.4,48,4,0
8029,0,38,20,4,0
8030,0,28.3,29,3,1
8031,0,3.9,84,3,0
8032,1,32.2,85,0,0
8033,0,27.9,36,5,1
8034,1,18.9,95,2,0
8035,1,12,4,2,1
8036,0,12,37,1,0
8037,1,7,30,1,1
8038,0,27.9,81,2,1
8039,1,15,33,1,1
8040,0,18.3,27,0,1
8041,1,26.2,28,4,1
8042,0,0.3,99,2,1
8043,0,31.2,29,1,1
8044,0,1.2,36,0,1
8045,0,29.2,16,5,1
8046,0,27.8,84,1,0
8047,1,37,35,5,0
8048,0,11.3,39,1,1
8049,1,14.4,70,3,0
8050,1,30,27,2,1
8051,1,18,53,1,0
8052,0,39.2,63,0,0
8053,1,20,47,0,0
8054,1,13.7,76,4,0
8055,0,16.9,71,0,0
8056,1,4.2,44,5,1
8057,1,23.5,46,0,0
8058,1,13.2,40,5,1
8059,0,37.9,66,2,0
8060,0,7.2,81,0,1
8061,1,26.5,40,5,1
8062,1,17.2,17,2,1
8063,0,4.9,65,2,1
8064,0,9.2,69,4,1
8065,0,35,13,3,1
8066,1,36,55,0,1
8067,1,24.2,82,3,1
8068,0,2.4,39,3,0
8069,0,29.9,46,3,0
8070,1,20.2,55,4,1
8071,1,24.9,0,3,1
8072,0,24.1,44,1,1
8073,0,26.2,83,4,1
8074,1,1.4,75,4,1
8075,0,16.7,70,2,0
8076,1,16.3,2,1,0
8077,0,2.1,75,3,1
8078,1,31.8,43,4,0
8079,1,39.2,96,1,0
8080,1,25.4,34,2,1
8081,0,35.3,92,4,1
8082,0,14.5,36,3,0
8083,1,21,42,2,1
8084,0,32.2,32,2,0
8085,1,27.3,62,4,1
8086,1,25.4,81,3,0
8087,0,22,78,1,1
8088,1,26.9,99,4,1
8089,1,27.3,51,2,0
8090,1,3.9,34,5,0
8091,1,28.5,93,0,0
8092,0,23.2,42,0,0
8093,1,27,2,4,0
8094,0,20.2,17,4,1
8095,1,34.9,92,2,1
8096,0,37.9,72,1,1
8097,1,30.1,57,3,1
8098,1,26.8,20,1,1
8099,0,8.3,85,4,1
8100,1,31.2,13,4,0
8101,0,31.7,29,4,0
8102,1,19.2,70,5,1
8103,0,21.8,40,0,0
8104,0,12.7,19,2,0
8105,1,36.6,16,0,0
8106,1,24.7,25,0,1
8107,1,27,21,5,0
8108,1,5.5,5,2,0
8109,0,29,53,5,1
8110,1,21.5,79,5,1
8111,1,30.6,99,0,0
8112,0,10.9,13,2,0
8113,1,3.3,92,4,0
8114,1,4.6,98,4,1
8115,0,4,20,1,1
8116,1,13.3,88,4,1
8117,1,21.7,56,1,1
8118,0,31.5,8,3,0
8119,1,21.8,68,4,0
8120,0,26.4,37,1,1
8121,1,34.8,21,0,1
8122,1,12.6,82,5,0
8123,0,6.1,96,0,1
8124,1,29.4,22,1,0
8125,0,7.7,6,5,0
8126,0,11.8,20,4,0
8127,1,31.2,19,2,1
8128,1,3.4,6,1,0
8129,1,39.3,9,5,1
8130,1,14.4,90,4,0
8131,0,35,89,1,0
8132,1,32.2,35,5,0
8133,1,23.1,24,1,1
8134,1,19.3,31,3,0
8135,0,33.6,70,4,0
8136,1,14.6,35,4,0
8137,1,20.6,30,1,0
8138,1,1,54,2,1
8139,1,32.6,34,1,0
8140,1,37.6,97,1,0
8141,0,18.5,1,3,0
8142,1,24.5,29,3,1
8143,1,8,95,5,1
8144,0,6.4,83,3,1
8145,0,37.5,74,1,0
8146,1,39.2,49,3,1
8147,1,35.5,49,4,0
8148,1,3.5,75,2,0
8149,0,10.9,44,4,0
8150,0,39.7,87,4,1
8151,1,4.5,77,2,1
8152,1,29.9,43,4,0
8153,0,8.4,75,1,1
8154,1,9.9,0,3,1
8155,1,21.9,52,2,1
8156,0,14.4,95,4,1
8157,1,30.1,73,5,1
8158,1,3.2,14,1,0
8159,1,27.1,13,3,0
8160,1,14.3,2,1,0
8161,0,3.9,83,0,1
8162,1,39,63,2,0
8163,0,22.9,53,3,1
8164,1,24.8,45,1,1
8165,1,11.6,76,1,1
8166,0,11.9,54,2,0
8167,0,21.9,71,1,0
8168,0,21.7,78,3,0
8169,0,28.9,84,3,0
8170,1,4.9,42,1,1
8171,0,21.5,18,3,1
8172,1,19.4,54,3,0
8173,0,2.3,50,1,1
8174,1,9.7,58,4,1
8175,0,3.3,93,5,0
8176,1,22.5,49,1,0
8177,1,35.9,81,3,1
8178,0,25.7,30,5,1
8179,1,27,23,4,1
8180,1,39.8,1,1,0
8181,0,23.7,86,0,0
8182,1,31.4,13,4,1
8183,0,10.2,59,1,1
8184,1,25.4,23,4,1
8185,1,10.4,65,0,1
8186,1,21.8,81,1,1
8187,1,25.8,0,3,0
8188,1,21.7,77,1,0
8189,0,0.4,5,5,1
8190,0,33,3,3,1
8191,1,2.8,57,5,0
8192,1,38.2,25,2,0
8193,1,13.5,21,5,1
8194,1,39.5,59,2,1
8195,1,18,90,0,1
8196,0,38.8,76,0,1
8197,0,29.4,56,3,1
8198,1,20.6,48,1,1
8199,0,27.9,95,3,0
8200,1,20.9,68,1,0
8201,1,15.2,8,3,0
8202,0,26.9,42,2,0
8203,0,27.8,40,3,1
8204,1,19.9,12,2,0
8205,1,10.9,45,1,0
8206,1,1.2,10,3,0
8207,1,0.2,50,1,1
8208,1,30.9,83,1,0
8209,0,16.9,95,1,1
8210,1,32.2,8,1,0
8211,1,19.8,11,4,1
8212,0,27.6,68,5,1
8213,0,10,32,1,1
8214,0,38.7,47,1,1
8215,0,39.7,92,4,1
8216,1,25.7,65,0,1
8217,1,33,98,1,1
8218,0,28.3,90,5,1
8219,0,10.3,8,0,0
8220,0,30.7,58,2,0
8221,0,5,37,3,1
8222,0,3.4,69,5,1
8223,0,11.2,41,4,0
8224,0,30.5,25,0,1
8225,0,18.5,17,4,0
8226,0,25.3,80,4,0
8227,1,6.3,74,2,0
8228,0,5,37,0,0
8229,1,4.5,24,1,0
8230,1,39.1,100,4,1
8231,0,13.2,65,5,1
8232,1,3.9,42,2,1
8233,1,33.6,55,2,1
8234,0,27.2,63,1,0
8235,1,25,80,3,0
8236,1,34.9,3,4,1
8237,1,36.3,36,5,1
8238,1,11,97,3,1
8239,1,15.9,31,5,0
8240,0,27.6,54,0,1
8241,0,3,35,0,0
8242,1,8.2,28,3,0
8243,1,21.4,58,1,1
8244,1,26.2,69,3,0
8245,0,10.8,35,3,0
8246,1,32.6,74,4,0
8247,0,33.1,13,1,1
8248,1,31.4,54,1,1
8249,0,29.5,20,2,0
8250,1,14.6,30,3,1
8251,0,26.4,12,4,1
8252,0,29,41,3,1
8253,0,36.8,49,5,0
8254,1,1.4,16,1,0
8255,0,29.4,21,1,1
8256,1,5.2,38,0,0
8257,1,25.7,72,1,1
8258,1,31.7,74,5,0
8259,1,37.1,36,3,1
8260,0,22.2,87,4,0
8261,1,21.2,30,4,0
8262,1,21.5,28,3,0
8263,1,8.4,7,2,0
8264,1,13.6,14,3,0
8265,1,15.2,25,5,0
8266,0,6,69,1,0
8267,0,32.8,68,4,1
8268,1,20.8,44,2,0
8269,1,35.4,16,0,1
8270,0,33.2,65,5,1
8271,0,24.9,84,3,0
8272,1,38.7,91,1,0
8273,0,35.6,3,3,1
8274,1,39.9,68,1,1
8275,1,17.2,2,5,0
8276,0,25.8,28,3,0
8277,1,24.1,56,3,1
8278,0,5.6,20,1,0
8279,0,36,23,1,0
8280,0,17.7,28,1,0
8281,0,18.1,97,2,1
8282,0,13.3,19,4,1
8283,0,6.8,22,1,0
8284,0,33.8,50,4,1
8285,0,28.6,67,3,0
8286,1,36,6,5,1
8287,1,25.4,63,4,0
8288,1,0.1,64,1,0
8289,1,32.1,19,3,1
8290,1,29.8,44,4,0
8291,0,12,61,5,0
8292,0,12.5,6,3,1
8293,1,32.4,84,4,0
8294,0,34.6,35,5,1
8295,0,23.7,23,4,1
8296,1,12.8,18,4,1
8297,1,11.8,95,4,0
8298,0,22.1,43,2,0
8299,1,36.8,1,5,1
8300,1,9.3,44,0,1
8301,1,20.4,82,3,0
8302,1,4,26,3,0
8303,1,15.4,23,4,1
8304,1,17.9,11,1,0
8305,1,13.2,73,4,1
8306,1,16.7,14,2,1
8307,0,14.1,18,3,0
8308,1,35.3,27,2,0
8309,1,24.4,90,3,1
8310,1,3,47,4,1
8311,0,29.2,24,4,1
8312,0,22.2,60,1,1
8313,1,18.9,7,3,0
8314,0,16.6,35,2,1
8315,1,4,70,0,1
8316,1,16.8,51,4,1
8317,0,18.3,47,1,0
8318,0,3.6,19,5,0
8319,1,13.6,68,3,1
8320,0,31.5,12,4,1
8321,1,10.3,21,3,1
8322,1,16.3,29,4,0
8323,1,36.4,100,3,1
8324,1,28.9,78,4,0
8325,0,0.1,72,0,0
8326,1,2.9,78,1,0
8327,0,24.1,96,4,0
8328,1,27.5,28,4,0
8329,1,26.7,44,5,0
8330,0,32.1,65,1,1
8331,1,25.9,27,5,0
8332,0,35.2,90,4,0
8333,0,36,17,2,0
8334,1,1.2,69,3,1
8335,0,39.5,3,1,1
8336,0,19.6,3,4,0
8337,0,17.5,21,1,1
8338,1,34,49,0,0
8339,0,16.1,17,0,1
8340,1,23,22,3,0
8341,0,18.2,9,0,1
8342,1,11.8,28,4,0
8343,0,35.1,8,5,0
8344,0,3.9,36,4,1
8345,1,16.1,80,1,1
8346,0,30.6,25,1,0
8347,1,30.3,93,2,1
8348,0,29.1,27,5,1
8349,1,18.2,22,1,1
8350,1,1.3,67,2,0
8351,0,25,67,1,1
8352,1,9.5,69,3,0
8353,1,16.5,25,4,0
8354,0,30.2,45,2,0
8355,0,7.9,93,1,1
8356,1,29.6,86,3,1
8357,0,27,58,4,1
8358,1,37.1,73,0,0
8359,1,37.8,67,3,1
8360,0,1.4,39,5,1
8361,1,13.8,63,4,0
8362,1,19.6,24,1,0
8363,1,15.2,25,4,0
8364,1,34.5,16,3,0
8365,1,29.7,23,2,0
8366,1,7.3,1,2,0
8367,1,11.9,27,4,1
8368,0,38.2,10,3,0
8369,0,23.9,19,2,1
8370,1,35.1,68,1,0
8371,1,16.3,97,4,1
8372,1,37.3,8,1,0
8373,0,8.1,26,5,0
8374,1,6.6,70,3,0
8375,0,7.1,0,4,1
8376,1,11.8,59,2,1
8377,1,21.6,65,2,1
8378,1,11.2,34,4,0
8379,0,19,35,2,1
8380,0,8.6,18,1,1
8381,0,36.7,23,4,0
8382,0,20.6,3,5,1
8383,1,2,80,0,1
8384,1,10.9,47,2,1
8385,0,36.1,28,3,0
8386,0,18.4,8,4,0
8387,0,3,98,1,0
8388,1,23.1,21,5,0
8389,1,38.2,87,4,1
8390,1,27.8,93,2,1
8391,0,38,14,2,1
8392,0,12.8,19,2,0
8393,1,38.5,17,4,1
8394,1,3.6,66,3,0
8395,0,7.1,3,5,1
8396,1,36.6,77,1,1
8397,0,14.4,37,0,1
8398,1,0.3,51,4,1
8399,1,20.3,74,2,1
8400,1,13.2,31,2,1
8401,1,0.1,39,0,1
8402,1,4.5,21,5,1
8403,0,29.7,53,1,0
8404,0,0.4,73,4,1
8405,0,8,76,0,0
8406,0,10.1,44,3,1
8407,0,25.5,76,2,1
8408,0,20,69,3,0
8409,0,23.5,99,2,1
8410,1,15.3,69,1,0
8411,1,37.7,5,2,1
8412,0,9.7,68,3,1
8413,1,23.7,48,5,1
8414,0,39.6,16,5,1
8415,1,32.5,13,2,1
8416,0,26.3,20,4,1
8417,1,26.4,58,2,1
8418,1,29,87,5,1
8419,1,20.4,63,0,0
8420,0,15.7,59,0,0
8421,1,14.7,88,2,0
8422,1,2.1,24,3,1
8423,1,26.6,0,4,0
8424,1,35.2,73,5,1
8425,1,26.9,51,1,1
8426,1,28.4,76,2,0
8427,1,22.7,81,5,1
8428,1,19.8,85,4,0
8429,0,10.3,52,0,0
8430,0,19.8,97,3,1
8431,0,31.8,78,1,1
8432,1,21.3,84,3,0
8433,0,15,14,2,0
8434,1,9.9,49,2,0
8435,0,4.4,59,3,1
8436,1,35.2,53,3,0
8437,0,2.5,43,3,1
8438,0,15.2,2,1,1
8439,0,34.1,78,2,1
8440,1,36.6,47,0,0
8441,0,13.5,88,2,0
8442,1,16,44,3,0
8443,0,11.3,68,1,0
8444,0,16.4,20,4,0
8445,0,26.6,54,3,1
8446,1,10.8,92,2,0
8447,1,25.1,22,2,1
8448,1,6,97,1,1
8449,0,13.4,16,0,0
8450,0,14.6,64,2,1
8451,1,15.1,13,1,0
8452,0,18.1,37,3,1
8453,1,28.3,53,0,0
8454,1,38.5,8,2,1
8455,0,10.2,64,1,0
8456,0,17.4,70,4,0
8457,0,23.3,85,2,1
8458,1,17.3,71,5,0
8459,0,2.5,74,2,1
8460,1,20.6,57,1,0
8461,1,9.4,22,1,0
8462,1,8.7,93,2,1
8463,0,38.5,50,4,1
8464,0,19.5,40,2,1
8465,1,16.4,42,2,1
8466,0,10.9,87,2,1
8467,0,7.1,58,4,1
8468,1,0.7,7,4,0
8469,1,8.7,30,2,1
8470,0,12.4,79,3,0
8471,1,25.1,86,2,0
